id,old_id,name,reaction_eq_annotation,reaction_eq,reaction_abbreviation,reaction_eq_name,GPR,lower_bound,upper_bound,Object,EC_number,Unique_EC,annotation,Subsystem,KEGG_pathway,KEGG_iZM516_pathway,notes,annotated_in_pathway
rxn08477,FE3abcpp,iron (III) transport via ABC system (periplasm to cytoplasm),"{""cpd00001_c0"":-1.0,""cpd00002_c0"":-1.0,""cpd10516_p0"":-1.0,""cpd00008_c0"":1.0,""cpd00009_c0"":1.0,""cpd00067_c0"":1.0,""cpd10516_c0"":1.0}",cpd00001_c0 + cpd00002_c0 + cpd10516_p0 --> cpd00008_c0 + cpd00009_c0 + cpd00067_c0 + cpd10516_c0,h2o_c + atp_c + fe3_p --> adp_c + pi_c + h_c + fe3_c,H2O_c0 + ATP_c0 + Fe+3_p0 => ADP_c0 + Phosphate_c0 + H+_c0 + Fe+3_c0,,0,1000,0,3.6.3.30|7.2.2.e,3.6.3.30|7.2.2.e,"{'rhea': '12335#1', 'ec-code': '3.6.3.30', 'biocyc': ['META:3.6.3.30-RXN'], 'metanetx.reaction': 'MNXR99525', 'seed.reaction': 'rxn08477', 'bigg.reaction': 'FE3abcpp','sbo':'SBO:0000185'}",,,Transport,,
rxn08492,FE3tex,iron (III) transport via diffusion (extracellular to periplasm),"{""cpd10516_p0"":-1.0,""cpd10516_e0"":1.0}",cpd10516_p0 <=> cpd10516_e0,fe3_p <=> fe3_e,Fe+3_p0 <=> Fe+3_e0,,-1000,1000,0,,,"{'rhea': '34974', 'metanetx.reaction': 'MNXR99522', 'reactome': 'R-TGU-442368', 'seed.reaction': 'rxn08492', 'bigg.reaction': 'FE3tex','sbo':'SBO:0000185'}",,,Transport,,
rxn08521,rxn08521_c0,reduced_riboflavin_NAD_plus__oxidoreductase_c0,"{""cpd00004_c0"":-1.0,""cpd00067_c0"":-2.0,""cpd00220_c0"":-1.0,""cpd00003_c0"":1.0,""cpd00739_c0"":1.0}",cpd00004_c0 + 2.0 cpd00067_c0 + cpd00220_c0 <=> cpd00003_c0 + cpd00739_c0,nadh_c + 2.0 h_c + ribflv_c <=> nad_c + ribflvRD_c,NADH_c0 + 2.0 H_plus_c0 + Riboflavin_c0 <=> NAD_c0 + Reduced_riboflavin_c0,ZMO0914,-1000,1000,0,1.5.1.30|1.5.1.41,1.5.1.41,"{'bigg.reaction': 'FLVR(NAD); FLVRx', 'EcoCyc': 'RXN-12445', 'kegg.reaction': 'R09750', 'biocyc': 'META:RXN-12445', 'iAF1260': 'FLVRx', 'seed.reaction': 'rxn08521','sbo':'SBO:0000176'}",,,Transport,,
rxn08537,db_rxn08537,D-fructose transport via diffusion (extracellular to periplasm),"{""cpd00082_e0"":-1.0,""cpd00082_p0"":1.0}",cpd00082_e0 <=> cpd00082_p0,fru_e <=> fru_p,D_Fructose_e0 <=> D_Fructose_p0,,-1000,1000,0,,,"{'bigg.reaction': 'FRUtex; HXT10_3; HXT11_4; HXT13_2; HXT15_2; HXT16_2; HXT17_2; HXT1_2; HXT2_2; HXT3_2; HXT4_3; HXT5_2; HXT6_2; HXT7_2; HXT8_2; HXT9_3', 'iAF1260': 'FRUtex', 'iIN800': 'HXT10_3; HXT11_4; HXT13_2; HXT15_2; HXT16_2; HXT17_2; HXT1_2; HXT2_2; HXT3_2; HXT4_3; HXT5_2; HXT6_2; HXT7_2; HXT8_2; HXT9_3', 'iMA945': 'FRUtex', 'seed.reaction': 'rxn08537','sbo':'SBO:0000185'}",,,Transport,,
rxn08537_p,EX_fructose_e0,D_fructose transporter,"{""cpd00082_p0"":-1.0,""cpd00082_c0"":1.0}",cpd00082_p0 <=> cpd00082_c0,fru_p --> fru_c,D_Fructose_p0 <=> D_Fructose_c0,ZMO0366,0,1000,0,,,{'sbo':'SBO:0000185'},,,Transport,,
rxn08546,rxn08546_c0,glycerol_3_phosphate_acyltransferase_C12_0_c0,"{""cpd00080_c0"":-1.0,""cpd11468_c0"":-1.0,""cpd11493_c0"":1.0,""cpd15325_c0"":1.0}",cpd00080_c0 + cpd11468_c0 <=> cpd11493_c0 + cpd15325_c0,glyc3p_c + ddcaACP_c --> ACP_c + 1ddecg3p_c,Glycerol_3_phosphate_c0 + Dodecanoyl_ACP_c0 <=> ACP_c0 + 1_dodecanoyl_sn_glycerol_3_phosphate_c0,ZMO1195 and ZMO1900,0,1000,0,2.3.1.15,2.3.1.15,"{'bigg.reaction': 'G3PAT120', 'iAF1260': 'G3PAT120', 'iJN746': 'G3PAT120', 'iMA945': 'G3PAT120', 'seed.reaction': 'rxn08546','sbo':'SBO:0000176'}",Fatty acid metabolic cluster; ZZ_gjo_scratch; Phospholipids,,Lipid,,
rxn08547,rxn08547_c0,glycerol_3_phosphate_acyltransferase_C14_0_c0,"{""cpd00080_c0"":-1.0,""cpd11466_c0"":-1.0,""cpd11493_c0"":1.0,""cpd15331_c0"":1.0}",cpd00080_c0 + cpd11466_c0 --> cpd11493_c0 + cpd15331_c0,glyc3p_c + myrsACP_c --> ACP_c + 1tdecg3p_c,Glycerol_3_phosphate_c0 + Myristoyl_ACP_c0 --> ACP_c0 + 1_tetradecanoyl_sn_glycerol_3_phosphate_c0,ZMO1195 and ZMO1900,0,1000,0,2.3.1.15,2.3.1.15,"{'bigg.reaction': 'G3PAT140', 'iAF1260': 'G3PAT140', 'iMA945': 'G3PAT140', 'seed.reaction': 'rxn08547','sbo':'SBO:0000176'}",Fatty acid metabolic cluster; ZZ_gjo_scratch; Phospholipids,,Lipid,,
rxn08548,rxn08548_c0,glycerol_3_phosphate_acyltransferase_C14_1_c0,"{""cpd00067_c0"":-1.0,""cpd00080_c0"":-1.0,""cpd15294_c0"":-1.0,""cpd11493_c0"":1.0,""cpd15330_c0"":1.0}",cpd00067_c0 + cpd00080_c0 + cpd15294_c0 --> cpd11493_c0 + cpd15330_c0,h_c + glyc3p_c + tdeACP_c --> ACP_c + 1tdec7eg3p_c,H_plus_c0 + Glycerol_3_phosphate_c0 + Tetradecenoyl_ACP_c0 --> ACP_c0 + 1_tetradec_7_enoyl_sn_glycerol_3_phosphate_c0,ZMO1195 and ZMO1900,0,1000,0,2.3.1.15,2.3.1.15,"{'bigg.reaction': 'G3PAT141', 'iAF1260': 'G3PAT141', 'iMA945': 'G3PAT141', 'seed.reaction': 'rxn08548','sbo':'SBO:0000176'}",Fatty acid metabolic cluster; ZZ_gjo_scratch; Phospholipids,,Lipid,,
rxn08549,rxn08549_c0,glycerol_3_phosphate_acyltransferase_C16_0_c0,"{""cpd00067_c0"":-1.0,""cpd00080_c0"":-1.0,""cpd15277_c0"":-1.0,""cpd11493_c0"":1.0,""cpd15327_c0"":1.0}",cpd00067_c0 + cpd00080_c0 + cpd15277_c0 --> cpd11493_c0 + cpd15327_c0,h_c + glyc3p_c + palmACP_c --> ACP_c + 1hdecg3p_c,H_plus_c0 + Glycerol_3_phosphate_c0 + Palmitoyl_ACP_c0 --> ACP_c0 + 1_hexadecanoyl_sn_glycerol_3_phosphate_c0,ZMO1195 and ZMO1900,0,1000,0,2.3.1.15,2.3.1.15,"{'bigg.reaction': 'G3PAT160', 'JP_Creinhardtii_MSB': 'R_G3PAT160h', 'iAF1260': 'G3PAT160', 'iJN746': 'G3PAT160', 'iMA945': 'G3PAT160', 'seed.reaction': 'rxn08549','sbo':'SBO:0000176'}",Fatty acid metabolic cluster; ZZ_gjo_scratch; Phospholipids,,Lipid,,
rxn08550,rxn08550_c0,glycerol_3_phosphate_acyltransferase_C16_1_c0,"{""cpd00067_c0"":-1.0,""cpd00080_c0"":-1.0,""cpd15239_c0"":-1.0,""cpd11493_c0"":1.0,""cpd15326_c0"":1.0}",cpd00067_c0 + cpd00080_c0 + cpd15239_c0 --> cpd11493_c0 + cpd15326_c0,h_c + glyc3p_c + hdeACP_c --> ACP_c + 1hdec9eg3p_c,H_plus_c0 + Glycerol_3_phosphate_c0 + Hexadecenoyl_ACP_c0 --> ACP_c0 + 1_hexadec_9_enoyl_sn_glycerol_3_phosphate_c0,ZMO1195 and ZMO1900,0,1000,0,2.3.1.15,2.3.1.15,"{'bigg.reaction': 'G3PAT161', 'iAF1260': 'G3PAT161', 'iJN746': 'G3PAT161', 'iMA945': 'G3PAT161', 'seed.reaction': 'rxn08550','sbo':'SBO:0000176'}",Fatty acid metabolic cluster; ZZ_gjo_scratch; Phospholipids,,Lipid,,
rxn08551,rxn08551_c0,glycerol_3_phosphate_acyltransferase_C18_0_c0,"{""cpd00080_c0"":-1.0,""cpd15268_c0"":-1.0,""cpd11493_c0"":1.0,""cpd15329_c0"":1.0}",cpd00080_c0 + cpd15268_c0 --> cpd11493_c0 + cpd15329_c0,glyc3p_c + ocdACP_c --> ACP_c + 1odecg3p_c,Glycerol_3_phosphate_c0 + Octadecanoyl_ACP_c0 --> ACP_c0 + 1_octadecanoyl_sn_glycerol_3_phosphate_c0,ZMO1900 and ZMO1195,0,1000,0,2.3.1.15,2.3.1.15,"{'bigg.reaction': 'G3PAT180', 'iAF1260': 'G3PAT180', 'iJN746': 'G3PAT180', 'iMA945': 'G3PAT180', 'seed.reaction': 'rxn08551','sbo':'SBO:0000176'}",Fatty acid metabolic cluster; ZZ_gjo_scratch; Phospholipids,,Lipid,,
rxn08552,rxn08552_c0,glycerol_3_phosphate_acyltransferase_C18_1_c0,"{""cpd00067_c0"":-1.0,""cpd00080_c0"":-1.0,""cpd11825_c0"":-1.0,""cpd11493_c0"":1.0,""cpd15328_c0"":1.0}",cpd00067_c0 + cpd00080_c0 + cpd11825_c0 --> cpd11493_c0 + cpd15328_c0,h_c + glyc3p_c + octeACP_c --> ACP_c + 1odec11eg3p_c,H_plus_c0 + Glycerol_3_phosphate_c0 + Octadecenoyl_ACP_c0 --> ACP_c0 + 1_octadec_11_enoyl_sn_glycerol_3_phosphate_c0,ZMO1900 and ZMO1195,0,1000,0,2.3.1.15,2.3.1.15,"{'bigg.reaction': 'G3PAT181', 'iAF1260': 'G3PAT181', 'iJN746': 'G3PAT181', 'iMA945': 'G3PAT181', 'seed.reaction': 'rxn08552','sbo':'SBO:0000176'}",Fatty acid metabolic cluster; ZZ_gjo_scratch; Phospholipids,,Lipid,,
rxn08583,rxn08583_c0,galactosyltransferase_I_LPS_core_synthesis_c0,"{""cpd00026_c0"":-1.0,""cpd15479_c0"":-1.0,""cpd00014_c0"":1.0,""cpd15469_c0"":1.0}",cpd00026_c0 + cpd15479_c0 --> cpd00014_c0 + cpd15469_c0,udpg_c + gicolipa_c --> UDP_c + gagicolipa_c,UDP_glucose_c0 + glucosyl_inner_core_oligosaccharide_lipid_A_c0 --> UDP_c0 + galactosyl_glucosyl_inner_core_oligosaccharide_lipid_A_c0,,0,1000,0,,,"{'bigg.reaction': 'GALT1', 'iAF1260': 'GALT1', 'seed.reaction': 'rxn08583','sbo':'SBO:0000176'}",Gram-Negative cell wall components,,Lipid,,
rxn08608_q10,GLCDpp_Q10,Glucose dehydrogenase (ubiquinone-10),"{""cpd00001_p0"":-1.0,""cpd00027_p0"":-1.0,""cpd08232_c0"":-1.0,""cpd00067_p0"":1.0,""cpd00222_p0"":1.0,""cpd25915_c0"":1.0}",cpd00001_p0 + cpd00027_p0 + cpd08232_c0 <=> cpd00067_p0 + cpd00222_p0 + cpd25915_c0,h2o_p + glc-D_p + q10_c --> h_p + glcn_p + q10_c,H2O_p0 + D_Glucose_p0 + Ubidecarenone_c0 <=> H_plus_p0 + GLCN_p0 + Ubiquinol_10_c0,ZMO0558,0,1000,0,,,{'sbo':'SBO:0000176'},,,Energy,,
rxn08609,db_rxn08609,"D-gluconate transport via proton symport, reversible (periplasm)","{""cpd00067_p0"":-1.0,""cpd00222_p0"":-1.0,""cpd00067_c0"":1.0,""cpd00222_c0"":1.0}",cpd00067_p0 + cpd00222_p0 <=> cpd00067_c0 + cpd00222_c0,h_p + glcn_p <=> h_c + glcn_c,H_plus_p0 + GLCN_p0 <=> H_plus_c0 + GLCN_c0,ZMO1756,-1000,1000,0,,,"{'bigg.reaction': 'GLCNt2; GLCNt2ir; GLCNt2r; GLCNt2rpp', 'EcoCyc': 'TRANS-RXN0-209', 'biocyc': 'META:TRANS-RXN0-209', 'iAF1260': 'GLCNt2rpp', 'iAF692': 'GLCNt2r', 'seed.reaction': 'rxn08609','sbo':'SBO:0000185'}",,,Transport,,
rxn08610,db_rxn08610,D-gluconate transport via diffusion (extracellular to periplasm),"{""cpd00222_e0"":-1.0,""cpd00222_p0"":1.0}",cpd00222_e0 <=> cpd00222_p0,glcn_e <=> glcn_p,GLCN_e0 <=> GLCN_p0,,-1000,1000,0,,,"{'bigg.reaction': 'GLCNtex', 'iAF1260': 'GLCNtex', 'iAbaylyiv4': 'TRANS-RXN-GLUCONATE', 'iJN746': 'GLCNtex', 'iMA945': 'GLCNtex', 'seed.reaction': 'rxn08610','sbo':'SBO:0000185'}",,,Transport,,
rxn08616,db_rxn08616,D-glucose transport in via proton symport (periplasm),"{""cpd00027_p0"":-1.0,""cpd00027_c0"":1.0}",cpd00027_p0 <=> cpd00027_c0,glc-D_p --> glc-D_c,D_Glucose_p0 <=> D_Glucose_c0,ZMO0366,0,1000,0,,,"{'bigg.reaction': 'GLCt2; GLCt2pp', 'biocyc': 'META:RXN0-7077', 'iAF1260': 'GLCt2pp', 'iAG612': 'rbs_312; rbs_313', 'iAO358': 'rll_538', 'seed.reaction': 'rxn08616','sbo':'SBO:0000185'}",,,Transport,,
rxn08617,db_rxn08617,glucose transport via diffusion (extracellular to periplasm),"{""cpd00027_e0"":-1.0,""cpd00027_p0"":1.0}",cpd00027_e0 <=> cpd00027_p0,glc-D_e <=> glc-D_p,D_Glucose_e0 <=> D_Glucose_p0,,-1000,1000,0,,,"{'bigg.reaction': 'GAL2_1; GLCt1; GLCtex; GLCtexi; GLCtv; HXT10_1; HXT11_1; HXT11_2; HXT13_1; HXT15_1; HXT16_1; HXT17_1; HXT1_1; HXT2_1; HXT3_1; HXT4_1; HXT4_2; HXT5_1; HXT6_1; HXT7_1; HXT8_1; HXT9_1; STL1_1', 'biocyc': 'META:TRANS-RXN0-574', 'iAF1260': 'GLCtex; GLCtexi', 'iAbaylyiv4': 'RXNIM-3877', 'iIN800': 'GAL2_1; HXT10_1; HXT11_1; HXT11_2; HXT13_1; HXT15_1; HXT16_1; HXT17_1; HXT1_1; HXT2_1; HXT3_1; HXT4_1; HXT4_2; HXT5_1; HXT6_1; HXT7_1; HXT8_1; HXT9_1; STL1_1', 'seed.reaction': 'rxn08617','sbo':'SBO:0000185'}",,,Transport,,
rxn08618,rxn08618_c0,glucosyltransferase_I_LPS_core_synthesis_c0,"{""cpd00026_c0"":-1.0,""cpd15489_c0"":-1.0,""cpd00014_c0"":1.0,""cpd00067_c0"":4.0,""cpd15479_c0"":1.0}",cpd00026_c0 + cpd15489_c0 --> cpd00014_c0 + 4.0 cpd00067_c0 + cpd15479_c0,udpg_c + icolipa_c --> UDP_c + 4.0 h_c + gicolipa_c,UDP_glucose_c0 + inner_core_oligosaccharide_lipid_A_c0 --> UDP_c0 + 4.0 H_plus_c0 + glucosyl_inner_core_oligosaccharide_lipid_A_c0,,0,1000,0,,,"{'bigg.reaction': 'GLCTR1', 'iAF1260': 'GLCTR1', 'seed.reaction': 'rxn08618','sbo':'SBO:0000176'}",Gram-Negative cell wall components,,Other secondary metabolites,,
rxn08619,rxn08619_c0,glucosyltransferase_II_LPS_core_synthesis_c0,"{""cpd00026_c0"":-1.0,""cpd15469_c0"":-1.0,""cpd00014_c0"":1.0,""cpd15475_c0"":1.0}",cpd00026_c0 + cpd15469_c0 --> cpd00014_c0 + cpd15475_c0,udpg_c + gagicolipa_c --> UDP_c + ggagicolipa_c,UDP_glucose_c0 + galactosyl_glucosyl_inner_core_oligosaccharide_lipid_A_c0 --> UDP_c0 + glucosyl_galactosyl_glucosyl_inner_core_oligosaccharide_lipid_A_c0,,0,1000,0,,,"{'bigg.reaction': 'GLCTR2', 'iAF1260': 'GLCTR2', 'seed.reaction': 'rxn08619','sbo':'SBO:0000176'}",Gram-Negative cell wall components,,Other secondary metabolites,,
rxn08620,rxn08620_c0,glucosyltransferase_III_LPS_core_synthesis_c0,"{""cpd00026_c0"":-1.0,""cpd15475_c0"":-1.0,""cpd00014_c0"":1.0,""cpd15477_c0"":1.0}",cpd00026_c0 + cpd15475_c0 --> cpd00014_c0 + cpd15477_c0,udpg_c + ggagicolipa_c --> UDP_c + gggagicolipa_c,UDP_glucose_c0 + glucosyl_galactosyl_glucosyl_inner_core_oligosaccharide_lipid_A_c0 --> UDP_c0 + glucosyl_glucosyl_galactosyl_glucosyl_inner_core_oligosaccharide_lipid_A_c0,,0,1000,0,,,"{'bigg.reaction': 'GLCTR3', 'iAF1260': 'GLCTR3', 'seed.reaction': 'rxn08620','sbo':'SBO:0000176'}",Gram-Negative cell wall components,,Other secondary metabolites,,
rxn08624,ABC-12-RXN.cp,ABC-12-RXN.cp,"{""cpd00001_c0"":-1.0,""cpd00002_c0"":-1.0,""cpd00053_p0"":-1.0,""cpd00008_c0"":1.0,""cpd00009_c0"":1.0,""cpd00053_c0"":1.0,""cpd00067_c0"":1.0}",cpd00001_c0 + cpd00002_c0 + cpd00053_p0 --> cpd00008_c0 + cpd00009_c0 + cpd00053_c0 + cpd00067_c0,h2o_c + atp_c + gln-L_p --> adp_c + pi_c + gln-L_c + h_c,H2O_c0 + ATP_c0 + L-Glutamine_p0 => ADP_c0 + Phosphate_c0 + L-Glutamine_c0 + H+_c0,,0,1000,0,,,"{'seed.reaction': 'rxn08624', 'bigg.reaction': ['GLNabc', 'GLNabcpp'], 'rhea': '29898#1', 'ec-code': '3.6.3.21', 'biocyc': 'META:ABC-12-RXN', 'metanetx.reaction': 'MNXR100258','sbo':'SBO:0000185'}",,,Transport,,
rxn08625,GLNtex,L-glutamine transport via diffusion (extracellular to periplasm),"{""cpd00053_p0"":-1.0,""cpd00053_e0"":1.0}",cpd00053_p0 <=> cpd00053_e0,gln-L_p <=> gln-L_e,L-Glutamine_p0 <=> L-Glutamine_e0,,-1000,1000,0,,,"{'biocyc': ['META:TRANS-RXN-233'], 'metanetx.reaction': 'MNXR100259', 'reactome': 'R-TGU-212614', 'seed.reaction': 'rxn08625', 'bigg.reaction': 'GLNtex','sbo':'SBO:0000185'}",,,Transport,,
rxn08631,db_rxn08631,"L-glutamate transport via proton symport, reversible (periplasm)","{""cpd00023_p0"":-1.0,""cpd00067_p0"":-1.0,""cpd00023_c0"":1.0,""cpd00067_c0"":1.0}",cpd00023_p0 + cpd00067_p0 <=> cpd00023_c0 + cpd00067_c0,glu-L_p + h_p <=> glu-L_c + h_c,L_Glutamate_p0 + H_plus_p0 <=> L_Glutamate_c0 + H_plus_c0,,-1000,1000,0,,,"{'bigg.reaction': 'AGC1_1; GLUt2; GLUt2m; GLUt2n; GLUt2r; GLUt2rpp; GLUt6; GLUt7', 'BrachyCyc': 'TRANS-RXNAVI-26536', 'JP_Creinhardtii_MSB': 'R_GLUth; R_GLUtm', 'MaizeCyc': 'TRANS-RXNBWI-115637', 'iAF1260': 'GLUt2rpp', 'seed.reaction': 'rxn08631','sbo':'SBO:0000185'}",,,Transport,,
rxn08633,GLUtex,L-glutamate transport via diffusion (extracellular to periplasm),"{""cpd00023_p0"":-1.0,""cpd00023_e0"":1.0}",cpd00023_p0 <=> cpd00023_e0,glu-L_p <=> glu-L_e,L-Glutamate_p0 <=> L-Glutamate_e0,,-1000,1000,0,,,"{'seed.reaction': 'rxn08633', 'bigg.reaction': ['AGP1_1', 'AGP3_1', 'DIP5_1', 'GAP1_1', 'GLUt7m', 'GLUtex', 'STL1_3', 'STL1_4'], 'biocyc': 'META:TRANS-RXN-232; TRANS-RXN-234', 'metanetx.reaction': 'MNXR100301', 'reactome': 'R-XTR-210439','sbo':'SBO:0000185'}",,,Transport,,
rxn08668,rxn08668_c0,Glycerophosphodiester phosphodiesterase (Glycerophosphoserine),"{""cpd00001_c0"":-1.0,""cpd15468_c0"":-1.0,""cpd00067_c0"":1.0,""cpd00054_c0"":1.0,""cpd00080_c0"":1.0}",cpd00001_c0 + cpd15468_c0 <=> cpd00067_c0 + cpd00054_c0 + cpd00080_c0,h2o_c + g3ps_c --> ser-L_c + h_c + glyc3p_c,H2O_c0 + Glycerophosphoserine_c0 => L-Serine_c0 + H+_c0 + Glycerol-3-phosphate_c0,ZMO0168,0,1000,0,3.1.4.46,3.1.4.46,"{'bigg.reaction': 'GPDDA3; GPDDA3pp', 'biocyc': 'META:RXN-14136', 'iAF1260': 'GPDDA3; GPDDA3pp', 'iJR904': 'GPDDA3', 'iMA945': 'GPDDA3; GPDDA3pp', 'seed.reaction': 'rxn08668', 'ec-code': '3.1.4.46', 'rhea': '29878','sbo':'SBO:0000176'}",,,Transport,,degradation of sugar alcohols
rxn08676,RXN0-11.cp,RXN0-11.cp,"{""cpd00001_c0"":-1.0,""cpd00002_c0"":-1.0,""cpd00042_p0"":-1.0,""cpd00008_c0"":1.0,""cpd00009_c0"":1.0,""cpd00042_c0"":1.0,""cpd00067_c0"":1.0}",cpd00001_c0 + cpd00002_c0 + cpd00042_p0 --> cpd00008_c0 + cpd00009_c0 + cpd00042_c0 + cpd00067_c0,h2o_c + atp_c + gthrd_p --> adp_c + pi_c + gthrd_c + h_c,H2O_c0 + ATP_c0 + GSH_p0 => ADP_c0 + Phosphate_c0 + GSH_c0 + H+_c0,,0,1000,0,,,"{'rhea': '29794#1', 'biocyc': ['META:RXN0-11'], 'metanetx.reaction': 'MNXR100448', 'seed.reaction': 'rxn08676', 'bigg.reaction': 'GTHRDabcpp','sbo':'SBO:0000185'}",,,Transport,,
rxn08677,GTHRDtex,glutathione transport via diffusion (extracellular to periplasm),"{""cpd00042_p0"":-1.0,""cpd00042_e0"":1.0}",cpd00042_p0 <=> cpd00042_e0,gthrd_p <=> gthrd_e,GSH_p0 <=> GSH_e0,,-1000,1000,0,,,"{'seed.reaction': 'rxn08677','metanetx.reaction': 'MNXR100449', 'reactome': 'R-HSA-1500817', 'bigg.reaction': ['GTHRDt2', 'GTHRDtex'],'sbo':'SBO:0000185'}",,,Transport,,
rxn08680,db_rxn08680,GTP transport via diffusion (extracellular to periplasm),"{""cpd00038_e0"":-1.0,""cpd00038_p0"":1.0}",cpd00038_e0 <=> cpd00038_p0,gtp_e <=> gtp_p,GTP_e0 <=> GTP_p0,,-1000,1000,0,,,"{'bigg.reaction': 'GTPtex', 'BrachyCyc': 'TRANS-RXNAVI-26358; TRANS-RXNAVI-26378', 'iAF1260': 'GTPtex', 'iMA945': 'GTPtex', 'iPS189': 'GTPt', 'seed.reaction': 'rxn08680','sbo':'SBO:0000185'}",,,Transport,,
rxn08686,db_rxn08686,H2O transport via diffusion (extracellular to periplasm),"{""cpd00001_e0"":-1.0,""cpd00001_p0"":1.0}",cpd00001_e0 <=> cpd00001_p0,h2o_e <=> h2o_p,H2O_e0 <=> H2O_p0,,-1000,1000,0,,,"{'AlgaGEM': 'R_Ex2; R_TCM20; R_TCP19; R_TCX11', 'bigg.reaction': 'H2Ot; H2Ot5; H2Oter; H2Otex; H2Otm; H2Otn; H2Otp; H2Otpp; H2Otv', 'EcoCyc': 'TRANS-RXN-145', 'MaizeCyc': 'TRANS-RXNBWI-115401', 'biocyc': 'META:TRANS-RXN-145; TRANS-RXN0-547', 'seed.reaction': 'rxn08686','sbo':'SBO:0000185'}",,,Transport,,
rxn08687,db_rxn08687,H2O transport via diffusion (periplasm),"{""cpd00001_p0"":-1.0,""cpd00001_c0"":1.0}",cpd00001_p0 <=> cpd00001_c0,h2o_p <=> h2o_c,H2O_p0 <=> H2O_c0,,-1000,1000,0,,,"{'AlgaGEM': 'R_Ex2; R_TCM20; R_TCP19; R_TCX11', 'bigg.reaction': 'H2Ot; H2Ot5; H2Oter; H2Otex; H2Otm; H2Otn; H2Otp; H2Otpp; H2Otv', 'EcoCyc': 'TRANS-RXN-145', 'MaizeCyc': 'TRANS-RXNBWI-115401', 'biocyc': 'META:TRANS-RXN-145; TRANS-RXN0-547', 'seed.reaction': 'rxn08687','sbo':'SBO:0000185'}",,,Transport,,
rxn08689,H2St1pp,h2s transport (periplasm),"{""cpd00239_c0"":-1.0,""cpd00239_p0"":1.0}",cpd00239_c0 <=> cpd00239_p0,h2s_c --> h2s_p,H2S_c0 <=> H2S_p0,,0,1000,0,,,"{'biocyc': ['META:TRANS-RXN-310'], 'metanetx.reaction': 'MNXR100494', 'seed.reaction': 'rxn08689', 'bigg.reaction': 'H2St1pp','sbo':'SBO:0000185'}",,,Transport,,
rxn08690,H2Stex,h2s transport via diffusion (extracellular to periplasm),"{""cpd00239_p0"":-1.0,""cpd00239_e0"":1.0}",cpd00239_p0 <=> cpd00239_e0,h2s_p <=> h2s_e,H2S_p0 <=> H2S_e0,,-1000,1000,0,,,"{'biocyc': ['META:TRANS-RXN-310'], 'metanetx.reaction': 'MNXR100494', 'seed.reaction': 'rxn08690', 'bigg.reaction': 'H2Stex','sbo':'SBO:0000185'}",,,Transport,,
rxn08691,db_rxn08691,hydrogen transport via diffusion (extracellular to periplasm),"{""cpd11640_e0"":-1.0,""cpd11640_p0"":1.0}",cpd11640_e0 <=> cpd11640_p0,h2_e <=> h2_p,H2_e0 <=> H2_p0,,-1000,1000,0,,,"{'AlgaGEM': 'R_Ex16; R_TCP35', 'bigg.reaction': 'H2td; H2tex; H2tpp', 'JP_Creinhardtii_MSB': 'R_H2th; R_H2ti; R_H2tm', 'JP_Creinhardtii_NMeth': 'R_H2th; R_H2ti', 'iAF1260': 'H2tex; H2tpp', 'seed.reaction': 'rxn08691','sbo':'SBO:0000185'}",,,Transport,,
rxn08692,db_rxn08692,hydrogen transport diffusion (periplasm),"{""cpd11640_p0"":-1.0,""cpd11640_c0"":1.0}",cpd11640_p0 <=> cpd11640_c0,h2_p <=> h2_c,H2_p0 <=> H2_c0,,-1000,1000,0,,,"{'AlgaGEM': 'R_Ex16; R_TCP35', 'bigg.reaction': 'H2td; H2tex; H2tpp', 'JP_Creinhardtii_MSB': 'R_H2th; R_H2ti; R_H2tm', 'JP_Creinhardtii_NMeth': 'R_H2th; R_H2ti', 'iAF1260': 'H2tex; H2tpp', 'seed.reaction': 'rxn08692','sbo':'SBO:0000185'}",,,Transport,,
rxn08708,rxn08708_c0,LPS_heptose_kinase_I_LPS_core_synthesis_c0,"{""cpd00002_c0"":-1.0,""cpd15484_c0"":-1.0,""cpd00008_c0"":1.0,""cpd00067_c0"":1.0,""cpd15549_c0"":1.0}",cpd00002_c0 + cpd15484_c0 --> cpd00008_c0 + cpd00067_c0 + cpd15549_c0,atp_c + hhlipa_c --> adp_c + h_c + phhlipa_c,ATP_c0 + heptosyl_heptosyl_kdo2_lipidA_c0 --> ADP_c0 + H_plus_c0 + phospho_heptosyl_heptosyl_kdo2_lipidA_c0,,0,1000,0,,,"{'bigg.reaction': 'HEPK1', 'iAF1260': 'HEPK1', 'seed.reaction': 'rxn08708','sbo':'SBO:0000176'}",Gram-Negative cell wall components,,Other secondary metabolites,,
